N_SOLICITUD_EXP	F_ESTUDIO_EXP	SUBPRODUCTO_EXP	No Tarjetas	Cupos	Ingresos	EDAD_EXP	TIPO_VIVIENDA_VIVE_EXP	N_HIJOS_EXP	VIVIENDA_NUEVA_EXP	CANAL_EXP	GENERO_ACT_	ESTADO_CIVIL_ACT_	TIPO_VIVIENDA_ACT_	NIVEL_ACADEM_ACT_	OCUPACION_ACT_	AnosAntiguedadEmpl	AnosRelacionBanco	MORAMAX 18 meses	Mora Inicial	MORA_ACTUAL	Rodo
7311	201312	TarjetaNuestra	2	19,6	3,1286	38	ARRENDADA	1	NO	Almacen	MASCULINO	CASADO			EMPLEADO	0	0,005555556	34	59	66	0
7312	201312	TarjetaMundo	1	26	11	64				Preaprobado	MASCULINO	CASADO	PROPIA	TECNOLOGO	PROFESIONAL INDEPENDIENTE		23,58333333	6	37	44	0
7313	201312	TarjetaNuestra	2	12	3,35	43	PROPIA	1	NO	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	5,919444444	13,08055556		33	40	0
7314	201312	TarjetaNuestra	1	18,5	10,204	32	ARRENDADA	0	SI	Preaprobado	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,577777778	2,327777778	6	45	52	0
7315	201208	TarjetaNuestra	1	2,3	0,895	29			SI	Preaprobado	MASCULINO	NO INFORMA	FAMILIAR	BACHILLER	EMPLEADO	0	0	5	56	63	0
7316	201208	TarjetaNuestra	1	7,75	3,3	33			SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	4,75	9,197222222	70	33	40	0
7317	201208	TarjetaNuestra	1	5,6	4	28			NO	Almacen	FEMENINO	UNION LIBRE	ALQUILADA	BACHILLER	COMERCIANTE	6,127777778	11,95555556		50	57	0
7318	201208	TarjetaNuestra	1	30	21,48	47			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	11,58333333	17,49722222	23	33	40	0
7319	201208	TarjetaNuestra	1	14	32	51			SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	3,941666667	0	35	42	0
7320	201312	TarjetaNuestra	1	15	0	56	PROPIA	1	NO	Almacen	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	RENTISTA DE CAPITAL	13,91666667	12,30833333	8	34	41	0
7321	201312	TarjetaNuestra	2	9,45	2,37047	31	FAMILIAR	3 Ó MAS	NO	Almacen	MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	12,81388889	12,81666667	0	37	44	0
7322	201202	TarjetaNuestra	1	11,2	7,454305	49					MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	7,166666667	0	4	44	51	0
7323	201312	TarjetaMundo	2	19,2	5,957711	27				Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,422222222	9,558333333	0	52	59	0
7324	201312	TarjetaNuestra	2	5,03	1,6	42	OTRAS	0	NO	Almacen	FEMENINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO		10,625	10	56	63	0
7325	201312	TarjetaNuestra	2	6,245	2,187183	33	FAMILIAR	0	SI	Preaprobado	FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0	0,008333333	0	45	52	0
7326	201208	TarjetaNuestra	2	13,5	5,618	28			NO	Almacen	MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO		3,466666667	0	31	38	0
7327	201312	TarjetaNuestra	2	10,283	0	30	ARRENDADA	0	NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO	1,566666667	1,433333333	0	47	54	0
7328	201312	TarjetaNuestra	1	4,452	2,3695	31	PROPIA	1	SI	Preaprobado	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0	0	111	47	54	0
7329	201208	TarjetaNuestra	1	33	14	32			NO	Almacen	FEMENINO	UNION LIBRE	PROPIA	TECNOLOGO	EMPLEADO		7,527777778	1	38	45	0
7330	201208	TarjetaNuestra	1	13	5,345	44			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL	5,866666667	5,866666667	0	42	49	0
7331	201312	TarjetaNuestra	2	14,7	11,6769	36	FAMILIAR	0	NO	Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	8,291666667	16,46666667	0	47	54	0
7332	201208	TarjetaNuestra	1	10,8	8	52			SI	Almacen	FEMENINO	UNION LIBRE		BACHILLER	COMERCIANTE	7,863888889	0	0	56	63	1
7333	201208	TarjetaNuestra	2	4,76	2,729433	22			SI	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	0	0	56	63	1
7334	201312	TarjetaNuestra	1	5,5	0	33	ARRENDADA	0	NO	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	PROFESIONAL INDEPENDIENTE	4,711111111	0,427777778	0	50	57	0
7335	201312	TarjetaNuestra	2	13	2,285579	29	PROPIA	0	SI	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	0		37	44	0
7336	201312	TarjetaNuestra	1	3,15	1,62587	39	FAMILIAR	0	NO	Preaprobado	FEMENINO	SOLTERO		NO INFORMA	EMPLEADO	0	0	8	34	41	0
7337	201202	TarjetaNuestra	1	15	0	33					MASCULINO	CASADO	PROPIA	TECNOLOGO	INDEPENDIENTE		13,41388889	9	60	67	0
7338	201208	TarjetaNuestra	1	3,5	8,7	47			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	2,5	5,783333333	0	38		0
7339	201312	TarjetaNuestra	1	4	8	36	PROPIA	2	NO	Almacen	MASCULINO	CASADO		BACHILLER	INDEPENDIENTE		0	16	51	58	0
7340	201312	TarjetaNuestra	1	9,1	6,859	46	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO			INDEPENDIENTE	0	0		33	40	0
7341	201208	TarjetaNuestra	1	3	2,3	34			SI	Preaprobado	FEMENINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO	1,394444444	9,116666667	0	59	66	1
7342	201208	TarjetaNuestra	3	4,55	0,73	21			SI	Almacen	FEMENINO	SOLTERO		NO INFORMA	EMPLEADO	0,666666667	1,858333333	0	46	53	0
7343	201208	TarjetaNuestra	2	17	9	29			SI	Almacen	FEMENINO	SOLTERO	ALQUILADA	UNIVERSITARIO	EMPLEADO	3,327777778	10,54722222	0	43		0
7344	201312	TarjetaNuestra	1	7,49	5	34	FAMILIAR	0	NO	Preaprobado	MASCULINO	NO INFORMA			EMPLEADO	0	0	48	54	61	0
7345	201208	TarjetaNuestra	1	3	2,546872	53			SI	Almacen	MASCULINO	UNION LIBRE		ESPECIALIZACION	EMPLEADO		0,325	0	57	64	1
7346	201208	TarjetaNuestra	1	2,9	4,8	30			SI	Almacen	FEMENINO	UNION LIBRE		BACHILLER	COMERCIANTE	0	0	0	38	45	0
7347	201312	TarjetaNuestra	1	5	14	33	FAMILIAR	0	SI	Almacen	MASCULINO	CASADO	ALQUILADA	ESPECIALIZACION	EMPLEADO	3,166666667	8,647222222		33	40	0
7348	201208	TarjetaNuestra	1	4,55	5,480474	44			SI	Almacen	MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	13,83333333	8,566666667	0	58		0
7349	201312	TarjetaMundo	2	53,04	43,105213	61				Preaprobado	MASCULINO	CASADO		PRIMARIA	INDEPENDIENTE		19	4	34	41	0
7350	201312	TarjetaNuestra	1	7,252	12	42	PROPIA	2	SI	Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO		20,175	0	34		0
7351	201208	TarjetaNuestra	2	4,06	1,2	41			SI	Almacen						0	0		33		0
7352	201312	TarjetaNuestra	1	5	14,986	53	PROPIA	1	NO	Almacen	MASCULINO	UNION LIBRE	PROPIA	UNIVERSITARIO	EMPLEADO	13,78055556	10,14722222		33	40	0
7353	201312	TarjetaNuestra	1	4,9	1,80892	33	FAMILIAR	1	NO	Almacen	FEMENINO	UNION LIBRE		UNIVERSITARIO	EMPLEADO	2	0	0	44	51	0
7354	201208	TarjetaNuestra	1	3,5	1,370607	33			SI	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO		6,986111111	0	33	40	0
7355	201312	TarjetaNuestra	1	5,53	4	24	FAMILIAR	0	SI	Preaprobado	FEMENINO	SOLTERO		TECNOLOGO	PROFESIONAL INDEPENDIENTE		1,969444444	0	45	52	0
7356	201208	TarjetaNuestra	1	4,9	5,590216	31			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	EMPLEADO	6,238888889	10,13611111	345	52		0
7357	201312	TarjetaNuestra	1	19,2010561	18,419	60	PROPIA	0	SI	Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	19,55833333	29,23611111	14	47	54	0
7358	201208	TarjetaNuestra	1	10,01	25	55			NO	Almacen	MASCULINO	NO INFORMA	PROPIA	NO INFORMA	INDEPENDIENTE	0	0	0	42		0
7359	201208	TarjetaNuestra	1	7	8,204836	51			SI	Almacen	MASCULINO	UNION LIBRE	PROPIA	BACHILLER	EMPLEADO	5,166666667	20,04166667	0	37	0	0
7360	201312	TarjetaNuestra	2	5,18	0,66	47	ARRENDADA	1	NO	Almacen	MASCULINO	NO INFORMA				0	0,472222222		51	58	0
7361	201208	TarjetaNuestra	1	35	20,937338	46			NO	Almacen	MASCULINO	DIVORCIADO	ALQUILADA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO		14,74166667	11	45	52	0
7362	201312	TarjetaNuestra	1	9	2,580136	49	FAMILIAR	0	NO	Almacen	FEMENINO	UNION LIBRE		ESPECIALIZACION	EMPLEADO	19,74444444	18,63611111	61	31	38	0
7363	201312	TarjetaNuestra	1	2,22088	1,224	33	FAMILIAR	1	SI	Preaprobado	FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO		2,475	11	46	53	0
7364	201312	TarjetaNuestra	1	9	2,5	25	FAMILIAR	1	SI	Preaprobado	MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	0,166666667	2,883333333	3	52	59	0
7365	201208	TarjetaNuestra	1	4,8	6,5	43			SI	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	COMERCIANTE	15,96666667	17,31944444		52	59	0
7366	201208	TarjetaNuestra	1	14	13,66287	40			NO	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	17,01944444	14,48888889		41	48	0
7367	201312	TarjetaNuestra	1	4,9	3,2	43	FAMILIAR	1	SI	Almacen	MASCULINO	NO INFORMA	PROPIA	BACHILLER	RENTISTA DE CAPITAL	0	0,586111111	0	35	42	0
7368	201312	TarjetaNuestra	1	20,7	7,108911	40	ARRENDADA	0	SI	Preaprobado	MASCULINO	UNION LIBRE	PROPIA	UNIVERSITARIO	EMPLEADO	4,458333333	13,44444444	0	45	52	0
7369	201208	TarjetaNuestra	2	15	19,255741	49			NO	Almacen	MASCULINO	NO INFORMA	PROPIA	NO INFORMA	EMPLEADO		25,08333333	30	33	40	0
7370	201312	TarjetaNuestra	1	10	4,2	50	FAMILIAR	2	NO	Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO	3,891666667	17,91666667	25	38	45	0
7371	201312	TarjetaMundo	2	28	7,4105	43				Preaprobado	FEMENINO	CASADO	PROPIA	TECNOLOGO	SOCIO EMPLEADO - SOCIO	9,725	12,51666667	0	40		0
7372	201312	TarjetaNuestra	2	1	2,695572	69	FAMILIAR	0	SI	Preaprobado	MASCULINO	NO INFORMA		NO INFORMA	JUBILADO	0	0	4	35	42	0
7373	201312	TarjetaNuestra	1	2,16546	1,3	25	PROPIA	0	SI	Preaprobado	FEMENINO	NO INFORMA			EMPLEADO	0	1,119444444		38	45	0
7374	201208	TarjetaNuestra	2	13	5,524	29			NO	Almacen	MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	2,166666667	4,211111111	31	31	38	0
7375	201312	TarjetaNuestra	1	3,8	1,402	52	PROPIA	3 Ó MAS	NO	Almacen	FEMENINO	UNION LIBRE		UNIVERSITARIO	EMPLEADO	16,24444444	13,21111111	0	42	49	0
7376	201312	TarjetaNuestra	2	3,99	0,886795	22	FAMILIAR	1	NO	Almacen	MASCULINO	CASADO		TECNOLOGO	EMPLEADO	0,322222222	0,336111111	15	31	38	0
7377	201312	TarjetaNuestra	1	12,0401302	5,159665	58	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO		ESPECIALIZACION	EMPLEADO	5,202777778	28,98333333	0	52	59	0
7378	201208	TarjetaNuestra	2	2,5	2,06	39			NO	Almacen	MASCULINO	VIUDO	ALQUILADA	BACHILLER	INDEPENDIENTE	0	1,730555556	0	35	42	0
7379	201312	TarjetaNuestra	1	8,779666	3,183	36	FAMILIAR	0	NO	Almacen	FEMENINO				EMPLEADO	0	0		31	38	0
7380	201312	TarjetaNuestra	1	18	14,0886	33	PROPIA	0	NO	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	9,022222222	12,51944444		33	40	0
7381	201312	TarjetaNuestra	1	6,5	0	65	PROPIA	1	NO	Preaprobado	FEMENINO	DIVORCIADO	FAMILIAR	BACHILLER	EMPLEADO	0	16,075	0	31	38	0
7382	201208	TarjetaNuestra	1	11,41	7,161321	30			NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	2,541666667	4,994444444	0	33	9	0
7383	201208	TarjetaNuestra	1	3,5	1,5	28			SI	Almacen	FEMENINO	NO INFORMA			EMPLEADO	0	0		44	51	0
7384	201208	TarjetaNuestra	1	3,5	0	44			NO	Almacen	FEMENINO	SOLTERO	PROPIA	ESPECIALIZACION	EMPLEADO	0	0		46	0	0
7385	201312	TarjetaNuestra	1	9	1,486353	63	PROPIA	2	SI	Preaprobado	FEMENINO	VIUDO		ESPECIALIZACION	OTRA	0	0,291666667	0	33	40	0
7386	201312	TarjetaNuestra	1	19	11,277	57	PROPIA	0	SI	Preaprobado	MASCULINO	NO INFORMA			PROFESIONAL INDEPENDIENTE	0	0		40	47	0
7387	201312	TarjetaNuestra	1	10,29	11,225096	37	ARRENDADA	0	SI	Preaprobado	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO		7,572222222	4	34	41	0
7388	201312	TarjetaNuestra	1	17,256	15,224754	46	ARRENDADA	0	SI	Preaprobado	FEMENINO	DIVORCIADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,347222222	17,83055556	0	36	43	0
7389	201312	TarjetaNuestra	2	7,1	0	30	ARRENDADA	1	SI	Preaprobado	MASCULINO	SOLTERO	ALQUILADA	UNIVERSITARIO	INDEPENDIENTE	1,372222222	7,241666667	184	34	41	0
7390	201312	TarjetaNuestra	2	3,5	0	26	FAMILIAR	0	SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	TECNOLOGO	EMPLEADO	2,055555556	0	0	35	42	0
7391	201208	TarjetaNuestra	1	8	2,927886	48			SI	Almacen	FEMENINO	UNION LIBRE	PROPIA	TECNOLOGO	EMPLEADO	20,86666667	20,825		48	55	0
7392	201312	TarjetaNuestra	1	2,446902	1,114549	30	FAMILIAR	1	SI	Preaprobado	MASCULINO	NO INFORMA		TECNOLOGO	EMPLEADO	0	0,3	5	32	39	0
7393	201312	TarjetaNuestra	2	15	7,3	35	PROPIA	1	NO	Preaprobado	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,458333333	9,552777778	7	38	45	0
7394	201312	TarjetaNuestra	1	2,61017	1,209945	34	FAMILIAR	0	SI	Preaprobado	FEMENINO	SOLTERO		NO INFORMA	EMPLEADO	0	0,1	8	40	47	0
7395	201312	TarjetaNuestra	1	9,022	8	31	FAMILIAR	0	SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	PROFESIONAL INDEPENDIENTE		2,938888889	31	43	50	0
7396	201202	TarjetaNuestra	2	9	5	51					FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO		24,88333333	0	49	56	0
7397	201208	TarjetaNuestra	2	22	2,7	45			NO	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	20,46111111	0	0	42	49	0
7398	201312	TarjetaColombia	1	11,2294	8,946666	35	PROPIA		SI	Almacen	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	1,244444444	11,90833333	0	31	38	0
7399	201312	TarjetaNuestra	1	21	28,296	20	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	INDEPENDIENTE	1,369444444	2,205555556		49	56	0
7400	201312	TarjetaNuestra	1	1,5	7,805719	30	PROPIA	1	NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	1,008333333	4,822222222		36	43	0
7401	201202	TarjetaNuestra	1	20	9,626	47					FEMENINO	NO INFORMA	PROPIA	ESPECIALIZACION	EMPLEADO	12,08333333	18,41666667		56		0
7402	201208	TarjetaNuestra	1	13	6,8	39			NO	Almacen	MASCULINO	CASADO	PROPIA	NO INFORMA	EMPLEADO	5,347222222	9,947222222		34	41	0
7403	201312	TarjetaNuestra	1	5,18	16,984666	37	FAMILIAR	1	SI	Almacen	FEMENINO	CASADO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL	0	16,95555556	0	46	53	0
7404	201312	TarjetaNuestra	2	6	6,705	38	PROPIA	1	NO	Almacen	FEMENINO	CASADO	PROPIA	TECNOLOGO	INDEPENDIENTE	7,916666667	12,225	10	41	48	0
7405	201312	TarjetaNuestra	1	7,3	4,470526	35	FAMILIAR	1	NO	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	13,49722222	7,575	4	40	47	0
7406	201208	TarjetaNuestra	1	3	2	40			SI	Almacen	MASCULINO	SOLTERO	NO INFORMA	UNIVERSITARIO	EMPLEADO	6,238888889	12,28333333		47	54	0
7407	201312	TarjetaNuestra	1	1,45	0,85	48	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	TECNOLOGO	EMPLEADO	11,86111111	11,39722222		57	64	1
7408	201312	TarjetaNuestra	1	4,9	1,371565	33	FAMILIAR	0	SI	Preaprobado	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	1,586111111	0	0	41	48	0
7409	201312	TarjetaNuestra	1	4,8	2,189949	65	ARRENDADA	0	SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	NO INFORMA	COMERCIANTE		13,34444444	26	37	44	0
7410	201312	TarjetaNuestra	1	3,2	1,1	24	PROPIA	0	SI	Almacen	FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	4,858333333	3,475	0	51	0	0
7411	201312	TarjetaNuestra	1	10	7	29	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		3,252777778	73	38	45	0
7412	201208	TarjetaNuestra	1	2	1,358	48			NO	Almacen	FEMENINO	DIVORCIADO	PROPIA	TECNOLOGO	EMPLEADO	1,083333333	2,216666667		46	53	0
7413	201312	TarjetaColombia	2	7,7	5,73836	30	PROPIA		SI	Almacen	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	33	55	62	0
7414	201202	TarjetaNuestra	1	4,9	4,737	44					FEMENINO	SOLTERO	PROPIA	TECNOLOGO	COMERCIANTE		15,85833333	0	33	40	0
7415	201208	TarjetaNuestra	1	14	23,019833	39			NO	Almacen	FEMENINO	CASADO	ALQUILADA	NINGUNO	INDEPENDIENTE		3,330555556		47	54	0
7416	201312	TarjetaNuestra	2	8	2,38	25	PROPIA	0	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,1	7,4	0	54	30	0
7417	201312	TarjetaPrivada	2	6	1,59041	43	FAMILIAR	1	SI	Almacen	FEMENINO	UNION LIBRE	NO INFORMA	ESPECIALIZACION	EMPLEADO	16,41666667	15,43333333	0	39	46	0
7418	201208	TarjetaNuestra	1	5,7669992	7	28			SI	Preaprobado	MASCULINO	CASADO		UNIVERSITARIO	OTRA	0	3,791666667	6	47	0	0
7419	201312	TarjetaNuestra	2	5	1,844884	40	PROPIA	3 Ó MAS	NO	Almacen	FEMENINO	CASADO			EMPLEADO	0	0	119	37		0
7420	201312	TarjetaNuestra	2	3,84	5,75	61	FAMILIAR	0	SI	Preaprobado	MASCULINO	CASADO	ALQUILADA	TECNOLOGO	INDEPENDIENTE	4,583333333	9,838888889	0	33	0	0
7421	201312	TarjetaNuestra	1	5,9	2,64341	38	ARRENDADA	0	NO	Almacen	FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	5,863888889	5,841666667	6	59	66	0
7422	201312	TarjetaMundo	1	16,94	106,223518	44				Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	INDEPENDIENTE	8,833333333	8,65	4	54	61	0
7423	201208	TarjetaNuestra	1	7	2,948089	31			NO	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	5,1	10,18888889		56	63	1
7424	201312	TarjetaNuestra	1	10	4	34	FAMILIAR	0	NO	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	1,580555556	1,294444444	169	44		0
7425	201208	TarjetaNuestra	1	1,5	1,9	57			NO	Almacen	MASCULINO	DIVORCIADO	PROPIA	ESPECIALIZACION	EMPLEADO		15,44444444	27	31	38	0
7426	201208	TarjetaNuestra	1	5,58	4,5	42			SI	Almacen	FEMENINO	DIVORCIADO	ALQUILADA	BACHILLER	INDEPENDIENTE	0	15,58611111	0	54	61	1
7427	201312	TarjetaNuestra	1	46	26,022	55	FAMILIAR	1	SI	Almacen	MASCULINO	CASADO	FAMILIAR	NO INFORMA	EMPLEADO	23,91666667	22,08333333	0	38	45	0
7428	201312	TarjetaNuestra	1	5,18	0	29	FAMILIAR	1	NO	Preaprobado	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0	0	0	56	63	1
7429	201208	TarjetaMundo	1	20,39	9,464	36					MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	13,55277778	14,36944444	0	52	59	0
7430	201312	TarjetaNuestra	2	10,5	2,3625	28	PROPIA	0	SI	Almacen	FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	6,566666667	6,663888889	0	31	38	0
7431	201208	TarjetaNuestra	1	1,9	1,8667	44			NO	Almacen	FEMENINO	VIUDO		TECNOLOGO	AMA DE CASA	0	0,886111111		31	38	0
7432	201312	TarjetaMundo	1	18,6	2,305667	33				Preaprobado	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	ESTUDIANTE	0	11,54166667		33	9	0
7433	201208	TarjetaNuestra	1	4	1,037379	27			NO	Almacen	MASCULINO	CASADO		NO INFORMA	EMPLEADO	0	1,008333333		39	46	0
7434	201312	TarjetaNuestra	1	7	13,4625	46	FAMILIAR	2	NO	Almacen	MASCULINO	SOLTERO		BACHILLER	INDEPENDIENTE	0	5,816666667	11	39	46	0
7435	201312	TarjetaNuestra	1	28	10	24	FAMILIAR	0	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,825	0,488888889	234	47	54	0
7436	201208	TarjetaNuestra	1	12,6	21,814	31			SI	Almacen	MASCULINO	NO INFORMA		NO INFORMA	INDEPENDIENTE	0	0	23	36	43	0
7437	201312	TarjetaNuestra	1	8,8	7,2	47	PROPIA	0	NO	Almacen	FEMENINO	NO INFORMA	ALQUILADA	NO INFORMA	SOCIO EMPLEADO - SOCIO		14,475	0	31	38	0
7438	201208	TarjetaNuestra	1	15	67,7	47			NO	Almacen	MASCULINO	CASADO	PROPIA	ESPECIALIZACION	INDEPENDIENTE	20,875	19,66666667	12	43	50	0
7439	201312	TarjetaNuestra	1	6	2,0895	37	OTRAS	2	SI	Preaprobado	MASCULINO	CASADO	FAMILIAR	BACHILLER	EMPLEADO	5,758333333	10,3	0	34	0	0
7440	201208	TarjetaNuestra	1	3	3,94227	63			NO	Almacen	MASCULINO	CASADO	PROPIA	NO INFORMA	JUBILADO	0	20,29444444	0	31	38	0
7441	201312	TarjetaNuestra	1	15	5,501	28	FAMILIAR	1	SI	Almacen	MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	1,547222222	3,802777778		35	0	0
7442	201312	TarjetaNuestra	1	30	29,183	55	PROPIA	3 Ó MAS	NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	19,54166667	22,16666667	0	58	65	1
7443	201312	TarjetaColombia	1	32,4225	24,3621	38	ARRENDADA		SI	Preaprobado	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	12,52777778	5,611111111	0	38	45	0
7444	201208	TarjetaNuestra	1	8	6,76026	45			SI	Almacen	FEMENINO	CASADO		BACHILLER	PROFESIONAL INDEPENDIENTE		5,447222222	97	45	21	0
7445	201208	TarjetaNuestra	1	9	9,535	54			SI	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	JUBILADO	0	8,852777778		46		0
7446	201208	TarjetaNuestra	1	12,6	7,706246	56			NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	JUBILADO	38,34166667	3,808333333		33	40	0
7447	201312	TarjetaNuestra	1	2,9	8	41	FAMILIAR	1	SI	Almacen	FEMENINO	UNION LIBRE	ALQUILADA	UNIVERSITARIO	INDEPENDIENTE	2,736111111	2,947222222		40	47	0
7448	201312	TarjetaColombia	2	7,170345	4,05981	54	ARRENDADA		SI	Preaprobado	MASCULINO	NO INFORMA		TECNOLOGO	JUBILADO	10,40555556	4,508333333	0	40	47	0
7449	201312	TarjetaNuestra	2	15	8,45	32	ARRENDADA	1	NO	Preaprobado	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	3,038888889	5,677777778	0	53	60	0
7450	201312	TarjetaMundo	1	14	9	30				Preaprobado	MASCULINO	CASADO	PROPIA	TECNOLOGO	EMPLEADO		32,07222222	0	32		0
7451	201312	TarjetaNuestra	1	19,6	28	25	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO		BACHILLER	INDEPENDIENTE	2,805555556	2,733333333	26	37	44	0
7452	201312	TarjetaNuestra	1	19,8	20,5	38	FAMILIAR	3 Ó MAS	NO	Almacen	FEMENINO	SOLTERO	ALQUILADA	TECNOLOGO	EMPLEADO	0	0		54	61	1
7453	201208	TarjetaNuestra	1	8,75	14,42	29			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	BACHILLER	INDEPENDIENTE	0	1,416666667	15	36	43	0
7454	201208	TarjetaNuestra	1	17,85	17	39			NO	Almacen	MASCULINO	DIVORCIADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	4,947222222	18,98888889		33		0
7455	201312	TarjetaNuestra	2	11,2	2,727	32	ARRENDADA	1	NO	Almacen	MASCULINO	CASADO		ESPECIALIZACION	EMPLEADO	1,469444444	4,188888889		33	40	0
7456	201312	TarjetaNuestra	1	10,3	23	47	FAMILIAR	0	NO	Almacen	MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL		24,18333333	24	45	21	0
7457	201208	TarjetaNuestra	1	2	1,7	60			NO	Almacen	FEMENINO	VIUDO	ALQUILADA	BACHILLER	AMA DE CASA	3,275	25,875	0	38	45	0
